fuente,codigo_comuna,nombre_comuna_base,nombre_fuente,nombre_normalizado,tipo_diferencia,requiere_homologacion_manual,observacion,llave_principal_proyecto
C,13105,EL BOSQUE,El Bosque,EL BOSQUE,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13106,ESTACION CENTRAL,Estación Central,ESTACION CENTRAL,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13107,HUECHURABA,Huechuraba,HUECHURABA,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13108,INDEPENDENCIA,Independencia,INDEPENDENCIA,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13109,LA CISTERNA,La Cisterna,LA CISTERNA,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13110,LA FLORIDA,La Florida,LA FLORIDA,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13111,LA GRANJA,La Granja,LA GRANJA,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13112,LA PINTANA,La Pintana,LA PINTANA,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13113,LA REINA,La Reina,LA REINA,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13114,LAS CONDES,Las Condes,LAS CONDES,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13115,LO BARNECHEA,Lo Barnechea,LO BARNECHEA,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13116,LO ESPEJO,Lo Espejo,LO ESPEJO,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13117,LO PRADO,Lo Prado,LO PRADO,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13118,MACUL,Macul,MACUL,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13119,MAIPU,Maipú,MAIPU,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13120,ÑUÑOA,Ñuñoa,NUNOA,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13121,PEDRO AGUIRRE CERDA,Pedro Aguirre Cerda,PEDRO AGUIRRE CERDA,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13122,PEÑALOLEN,Peñalolén,PENALOLEN,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13123,PROVIDENCIA,Providencia,PROVIDENCIA,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13124,PUDAHUEL,Pudahuel,PUDAHUEL,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13125,QUILICURA,Quilicura,QUILICURA,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13126,QUINTA NORMAL,Quinta Normal,QUINTA NORMAL,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13127,RECOLETA,Recoleta,RECOLETA,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13128,RENCA,Renca,RENCA,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13129,SAN JOAQUIN,San Joaquín,SAN JOAQUIN,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13130,SAN MIGUEL,San Miguel,SAN MIGUEL,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13131,SAN RAMON,San Ramón,SAN RAMON,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13132,VITACURA,Vitacura,VITACURA,coincidencia_por_normalizacion,False,"La diferencia de nombre se resuelve automaticamente con normalizacion de mayusculas, espacios y tildes.",codigo_comuna
C,13201,,Puente Alto,PUENTE ALTO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,13202,,Pirque,PIRQUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,13203,,San José De Maipo,SAN JOSE DE MAIPO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,13301,,Colina,COLINA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,13302,,Lampa,LAMPA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,13303,,Tiltil,TILTIL,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,13401,,San Bernardo,SAN BERNARDO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,13402,,Buin,BUIN,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,13403,,Calera De Tango,CALERA DE TANGO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,13404,,Paine,PAINE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,13501,,Melipilla,MELIPILLA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,13502,,Alhué,ALHUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,13503,,Curacaví,CURACAVI,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,13504,,María Pinto,MARIA PINTO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,13505,,San Pedro,SAN PEDRO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,13601,,Talagante,TALAGANTE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,13602,,El Monte,EL MONTE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,13603,,Isla De Maipo,ISLA DE MAIPO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,13604,,Padre Hurtado,PADRE HURTADO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,13605,,Peñaflor,PENAFLOR,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,14101,,Valdivia,VALDIVIA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,14102,,Corral,CORRAL,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,14103,,Lanco,LANCO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,14104,,Los Lagos,LOS LAGOS,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,14105,,Máfil,MAFIL,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,14106,,Mariquina,MARIQUINA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,14107,,Paillaco,PAILLACO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,14108,,Panguipulli,PANGUIPULLI,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,14201,,La Unión,LA UNION,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,14202,,Futrono,FUTRONO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,14203,,Lago Ranco,LAGO RANCO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,14204,,Río Bueno,RIO BUENO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,15101,,Arica,ARICA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,15102,,Camarones,CAMARONES,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,15201,,Putre,PUTRE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,15202,,General Lagos,GENERAL LAGOS,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,16101,,Chillán,CHILLAN,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,16102,,Bulnes,BULNES,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,16103,,Chillán Viejo,CHILLAN VIEJO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,16104,,El Carmen,EL CARMEN,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,16105,,Pemuco,PEMUCO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,16106,,Pinto,PINTO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,16107,,Quillón,QUILLON,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,16108,,San Ignacio,SAN IGNACIO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,16109,,Yungay,YUNGAY,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,16201,,Quirihue,QUIRIHUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,16202,,Cobquecura,COBQUECURA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,16203,,Coelemu,COELEMU,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,16204,,Ninhue,NINHUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,16205,,Portezuelo,PORTEZUELO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,16206,,Ránquil,RANQUIL,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,16207,,Treguaco,TREGUACO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,16301,,San Carlos,SAN CARLOS,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,16302,,Coihueco,COIHUECO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,16303,,Ñiquén,NIQUEN,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,16304,,San Fabián,SAN FABIAN,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
C,16305,,San Nicolás,SAN NICOLAS,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,0,,País,PAIS,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,1101,,Iquique,IQUIQUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,1107,,Alto Hospicio,ALTO HOSPICIO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,1401,,Pozo Almonte,POZO ALMONTE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,1402,,Camiña,CAMINA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,1403,,Colchane,COLCHANE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,1404,,Huara,HUARA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,1405,,Pica,PICA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,2101,,Antofagasta,ANTOFAGASTA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,2102,,Mejillones,MEJILLONES,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,2103,,Sierra Gorda,SIERRA GORDA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,2104,,Taltal,TALTAL,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,2201,,Calama,CALAMA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,2202,,Ollagüe,OLLAGUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,2203,,San Pedro de Atacama,SAN PEDRO DE ATACAMA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,2301,,Tocopilla,TOCOPILLA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,2302,,María Elena,MARIA ELENA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,3101,,Copiapó,COPIAPO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,3102,,Caldera,CALDERA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,3103,,Tierra Amarilla,TIERRA AMARILLA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,3201,,Chañaral,CHANARAL,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,3202,,Diego de Almagro,DIEGO DE ALMAGRO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,3301,,Vallenar,VALLENAR,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,3302,,Alto del Carmen,ALTO DEL CARMEN,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,3303,,Freirina,FREIRINA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,3304,,Huasco,HUASCO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,4101,,La Serena,LA SERENA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,4102,,Coquimbo,COQUIMBO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,4103,,Andacollo,ANDACOLLO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,4104,,La Higuera,LA HIGUERA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,4105,,Paihuano,PAIHUANO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,4106,,Vicuña,VICUNA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,4201,,Illapel,ILLAPEL,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,4202,,Canela,CANELA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,4203,,Los Vilos,LOS VILOS,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,4204,,Salamanca,SALAMANCA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,4301,,Ovalle,OVALLE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,4302,,Combarbalá,COMBARBALA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,4303,,Monte Patria,MONTE PATRIA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,4304,,Punitaqui,PUNITAQUI,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,4305,,Río Hurtado,RIO HURTADO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5101,,Valparaíso,VALPARAISO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5102,,Casablanca,CASABLANCA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5103,,Concón,CONCON,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5104,,Juan Fernández,JUAN FERNANDEZ,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5105,,Puchuncaví,PUCHUNCAVI,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5107,,Quintero,QUINTERO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5109,,Viña del Mar,VINA DEL MAR,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5201,,Isla de Pascua,ISLA DE PASCUA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5301,,Los Andes,LOS ANDES,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5302,,Calle Larga,CALLE LARGA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5303,,Rinconada,RINCONADA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5304,,San Esteban,SAN ESTEBAN,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5401,,La Ligua,LA LIGUA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5402,,Cabildo,CABILDO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5403,,Papudo,PAPUDO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5404,,Petorca,PETORCA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5405,,Zapallar,ZAPALLAR,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5501,,Quillota,QUILLOTA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5502,,Calera,CALERA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5503,,Hijuelas,HIJUELAS,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5504,,La Cruz,LA CRUZ,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5506,,Nogales,NOGALES,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5601,,San Antonio,SAN ANTONIO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5602,,Algarrobo,ALGARROBO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5603,,Cartagena,CARTAGENA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5604,,El Quisco,EL QUISCO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5605,,El Tabo,EL TABO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5606,,Santo Domingo,SANTO DOMINGO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5701,,San Felipe,SAN FELIPE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5702,,Catemu,CATEMU,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5703,,Llaillay,LLAILLAY,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5704,,Panquehue,PANQUEHUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5705,,Putaendo,PUTAENDO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5706,,Santa María,SANTA MARIA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5801,,Quilpué,QUILPUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5802,,Limache,LIMACHE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5803,,Olmué,OLMUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,5804,,Villa Alemana,VILLA ALEMANA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,6101,,Rancagua,RANCAGUA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,6102,,Codegua,CODEGUA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,6103,,Coinco,COINCO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,6104,,Coltauco,COLTAUCO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,6105,,Doñihue,DONIHUE,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,6106,,Graneros,GRANEROS,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,6107,,Las Cabras,LAS CABRAS,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,6108,,Machalí,MACHALI,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,6109,,Malloa,MALLOA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,6110,,Mostazal,MOSTAZAL,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,6111,,Olivar,OLIVAR,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,6112,,Peumo,PEUMO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,6113,,Pichidegua,PICHIDEGUA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,6114,,Quinta de Tilcoco,QUINTA DE TILCOCO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,6115,,Rengo,RENGO,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
D,6116,,Requínoa,REQUINOA,fuera_de_alcance,False,"Codigo comunal presente en la fuente, pero fuera del universo final de 32 comunas.",codigo_comuna
